Delay time,Estimated Surface (sq m),Estimated Height (m),Floors,Num of Workers,Bad Weather Factor (%),Design Variation Factor (%),Material Factor (%),Gov Regulation Factor (%),Site Condition Factor (%)
144,2542,21,2,99,0.32,0.24,0.04,0.92,0.32
148,1464,11,3,92,0.32,0.24,0.03,0.87,0.33
145,1351,19,2,134,0.32,0.52,0.03,0.67,0.61
129,2435,14,5,78,0.32,0.52,0.0,0.83,0.63
18,1493,29,3,21,0.32,0.48,0.05,0.01,0.13
22,2754,20,6,13,0.32,0.64,0.04,0.82,0.13
6,2186,20,6,31,0.32,0.64,0.03,0.88,0.11
144,204,6,5,122,0.32,0.32,0.01,0.14,0.52
4,741,7,2,87,0.32,0.4,0.03,0.63,0.11
136,192,8,4,10,0.32,0.68,0.0,0.14,0.31
4,1163,22,4,34,0.32,0.64,0.03,0.62,0.11
25,327,22,5,37,0.32,0.48,0.01,0.44,0.14
18,219,23,5,104,0.32,0.4,0.05,0.74,0.13
26,945,10,1,15,0.32,0.64,0.05,0.13,0.14
69,2175,25,6,104,0.32,0.52,0.12,0.41,0.21
145,72,22,3,11,0.32,0.4,0.04,0.99,0.32
1,66,5,2,137,0.32,0.88,0.02,0.29,0.1
127,1769,5,1,71,0.32,0.64,0.01,0.33,0.93
55,457,19,3,87,0.32,0.64,0.08,0.5,0.18
80,373,16,5,30,0.32,0.24,0.13,0.63,0.22
11,230,27,3,32,0.32,0.64,0.03,0.68,0.12
9,1311,7,1,44,0.32,0.64,0.03,0.6,0.11
136,2840,30,4,93,0.32,0.52,0.02,0.65,0.31
144,2508,9,3,45,0.32,0.24,0.03,0.73,0.32
38,2581,29,1,37,0.32,0.32,0.04,0.23,0.16
127,1789,29,3,92,0.32,0.52,0.03,0.07,0.3
132,1265,18,3,46,0.32,0.24,0.0,0.73,0.52
124,1347,10,4,14,0.32,0.24,0.01,0.42,0.29
55,383,8,2,127,0.32,0.68,0.09,0.14,0.18
123,299,25,5,58,0.32,0.52,0.01,0.27,0.29
24,1322,15,1,89,0.32,0.64,0.04,0.25,0.81
124,111,9,6,48,0.32,0.64,0.0,0.74,0.49
145,2680,26,6,108,0.32,0.24,0.0,0.2,0.32
1,1690,28,3,75,0.32,0.4,0.01,0.48,0.1
155,818,9,2,76,0.32,0.16,0.23,0.6,0.34
1,792,20,6,36,0.32,0.64,0.02,0.72,0.1
7,1426,16,6,76,0.32,0.32,0.04,0.19,0.11
33,952,30,5,146,0.32,0.68,0.07,0.86,0.85
133,2424,6,6,135,0.32,0.24,0.01,0.6,0.3
7,859,13,1,51,0.32,0.4,0.04,0.23,0.11
134,912,22,5,143,0.32,0.64,0.01,0.48,0.31
145,1038,16,1,120,0.32,0.4,0.01,0.82,0.32
148,2930,30,5,127,0.32,0.4,0.03,0.46,0.33
2,1476,28,3,96,0.32,0.92,0.01,0.1,0.1
5,1822,19,3,105,0.32,0.48,0.04,0.49,0.11
2,1578,22,1,81,0.32,0.48,0.03,0.28,0.1
69,2382,17,1,133,0.32,0.48,0.11,0.25,0.12
134,2608,13,1,25,0.32,0.16,-0.0,0.36,0.31
142,518,26,2,97,0.32,0.52,0.03,0.77,0.32
139,2386,6,6,42,0.32,0.64,0.01,0.84,0.23
1,1113,5,4,104,0.32,0.64,0.03,0.7,0.1
137,1183,15,1,47,0.32,0.4,0.02,0.23,0.79
11,1243,23,4,82,0.32,0.32,0.03,0.59,0.89
43,1012,7,6,112,0.32,0.64,0.09,0.2,0.17
25,779,16,4,57,0.32,0.64,0.07,0.68,0.61
33,1521,29,1,58,0.32,0.48,0.06,0.72,0.15
0,2170,23,2,47,0.32,0.24,0.01,0.62,0.5
5,1476,21,2,124,0.32,0.16,0.04,0.16,0.89
147,966,6,5,111,0.32,0.48,0.04,0.25,0.33
13,2125,16,5,44,0.32,0.32,0.02,0.14,0.12
1,1639,16,1,148,0.32,0.4,0.03,0.55,0.1
0,1154,15,6,122,0.32,0.32,0.03,0.41,0.5
146,1776,6,5,67,0.32,0.48,0.01,0.36,0.32
76,322,10,2,63,0.32,0.16,0.11,0.11,0.22
17,2694,25,1,120,0.32,0.4,0.01,0.71,0.13
2,1962,11,2,126,0.32,0.68,0.03,0.59,0.1
0,1705,6,2,118,0.32,0.48,0.02,0.57,0.5
86,1534,26,3,40,0.32,0.16,0.11,0.06,0.23
64,2060,11,1,100,0.32,1.0,0.11,0.43,0.95
7,575,20,1,117,0.32,0.32,0.03,0.35,0.11
51,2633,13,6,54,0.32,0.52,0.07,0.89,0.32
16,2356,9,1,134,0.32,0.24,0.06,0.67,0.12
132,2012,22,6,30,0.32,0.4,0.0,0.3,0.3
3,2995,23,3,126,0.32,0.64,0.02,0.73,0.1
19,2243,10,1,105,0.32,0.48,0.03,0.42,0.13
7,915,5,6,124,0.32,0.24,0.02,0.2,0.11
11,1377,15,4,80,0.32,0.48,0.05,0.67,0.12
51,1508,24,6,27,0.32,0.48,0.07,0.38,0.18
58,822,30,3,115,0.32,0.32,0.07,0.81,0.19
2,181,25,5,67,0.32,0.32,0.01,0.15,0.1
44,2489,26,3,60,0.32,0.32,0.07,0.96,0.17
16,2528,30,6,75,0.32,0.52,0.02,0.05,0.12
25,2734,15,1,63,0.32,0.32,0.03,0.67,0.14
10,1308,13,6,96,0.32,0.24,0.03,0.27,0.12
7,746,24,1,81,0.32,0.24,0.02,0.28,0.11
13,2942,8,5,56,0.32,0.32,0.02,0.3,0.12
16,1770,11,2,58,0.32,0.48,0.03,0.41,0.59
19,716,6,4,94,0.32,0.32,0.03,0.52,0.17
13,1750,14,5,43,0.32,0.4,0.02,0.97,0.18
13,2169,22,1,39,0.32,0.24,0.02,0.15,0.12
44,564,20,1,104,0.32,0.24,0.09,0.91,0.17
79,652,6,2,95,0.32,0.4,0.12,0.94,0.22
23,963,29,6,17,0.32,0.24,0.05,0.98,0.14
10,1818,10,3,138,0.32,0.4,0.01,0.67,0.78
7,396,21,2,124,0.32,0.48,0.03,0.16,0.11
22,2829,21,4,78,0.32,0.4,0.04,0.79,0.99
135,1365,26,6,55,0.32,0.4,0.01,0.61,0.31
138,2491,15,4,115,0.32,0.16,0.01,0.66,0.31
24,1672,30,6,123,0.32,0.64,0.06,0.97,0.76
147,970,16,1,142,0.32,0.48,0.03,0.9,0.33
142,2076,12,5,136,0.32,0.48,0.01,0.13,0.32
1,2420,16,1,92,0.32,0.64,0.02,0.23,0.26
42,1892,7,5,64,0.32,0.64,0.09,0.02,0.26
139,1145,28,6,43,0.32,0.4,0.01,0.26,0.65
48,34,12,3,20,0.32,0.32,0.07,0.55,0.17
144,904,11,5,67,0.32,0.48,0.02,0.3,0.32
11,1662,20,2,115,0.32,0.68,0.01,0.97,0.83
83,307,19,2,130,0.32,0.48,0.13,0.63,0.23
60,2479,26,2,131,0.32,0.48,0.1,0.18,0.19
14,140,22,1,13,0.32,0.64,0.02,0.84,0.12
2,1958,22,6,97,0.32,0.4,0.02,0.43,0.1
133,1261,16,1,93,0.32,0.4,0.02,0.64,0.3
51,2475,7,5,63,0.32,0.16,0.09,0.76,0.86
232,1364,15,2,141,0.32,0.52,0.34,0.02,0.46
8,1281,28,2,58,0.32,0.16,0.01,0.41,0.11
15,886,23,3,45,0.32,0.24,0.04,0.4,0.12
20,1575,28,3,91,0.32,0.32,0.03,0.57,0.24
7,2849,24,5,70,0.32,0.52,0.04,0.23,0.11
145,593,21,2,120,0.32,0.68,0.02,0.2,0.32
147,2166,13,4,54,0.32,0.4,0.02,0.7,0.31
91,179,20,1,31,0.32,0.16,0.14,0.28,0.26
10,2868,22,3,43,0.32,0.24,0.02,0.07,0.12
130,2083,14,3,12,0.32,0.68,0.01,0.8,0.95
20,1013,27,3,104,0.32,0.64,0.04,0.57,0.13
142,2365,19,1,26,0.32,0.48,0.02,0.82,0.33
143,210,23,5,144,0.32,0.32,0.01,0.67,0.32
6,580,18,2,106,0.32,0.24,0.05,0.05,0.11
143,2707,17,1,34,0.32,0.32,0.01,0.07,0.32
138,2714,8,6,55,0.32,0.32,0.0,0.64,0.49
5,2434,30,2,40,0.32,0.32,0.01,0.36,0.11
148,1282,17,5,106,0.32,0.68,0.02,0.36,0.13
146,53,22,6,97,0.32,0.32,0.0,0.08,0.32
38,1515,24,2,143,0.32,0.24,0.06,0.0,0.23
144,928,26,1,19,0.32,0.4,0.04,0.51,0.32
142,2565,26,1,126,0.32,0.64,0.03,0.81,0.32
106,322,20,6,121,0.32,0.52,0.17,0.69,0.03
9,1358,28,5,63,0.32,0.32,0.02,0.88,0.11
149,505,6,1,101,0.32,0.64,0.03,0.19,0.05
24,2406,26,5,38,0.32,0.32,0.04,0.57,0.14
8,2261,19,2,97,0.32,0.4,0.02,0.54,0.23
14,240,21,4,72,0.32,0.4,0.03,0.03,0.36
6,1165,20,1,25,0.32,0.68,0.04,0.64,0.11
8,131,22,2,112,0.32,0.52,0.03,0.46,0.69
7,1681,30,5,135,0.32,0.32,0.03,0.67,0.11
141,1266,10,2,30,0.32,0.24,0.02,0.26,0.32
10,287,28,4,86,0.32,0.4,0.03,0.97,0.12
8,1362,27,5,77,0.32,0.16,0.02,0.11,0.42
118,2826,7,6,115,0.32,0.24,0.02,0.91,0.28
147,2596,23,2,118,0.32,0.48,0.01,0.15,0.33
11,2073,30,6,33,0.32,0.48,0.05,0.39,0.12
137,1465,16,2,119,0.32,0.76,0.01,0.49,0.71
145,1358,10,4,91,0.32,0.52,0.02,0.73,0.32
138,155,7,6,137,0.32,0.52,0.01,0.14,0.31
141,2746,5,2,104,0.32,0.16,0.01,0.13,0.32
129,901,11,4,20,0.32,0.64,0.0,0.79,0.14
137,1258,12,1,89,0.32,0.68,0.01,0.67,0.31
14,1136,28,5,52,0.32,0.64,0.05,0.66,0.12
2,2401,25,2,30,0.32,0.52,0.02,0.37,0.1
134,1329,24,2,116,0.32,0.16,0.0,0.19,0.31
43,1895,20,4,44,0.32,0.48,0.07,0.8,0.41
128,1039,7,2,50,0.32,0.68,-0.0,0.79,0.3
52,2355,24,1,40,0.32,0.4,0.09,0.88,0.18
142,155,23,5,13,0.32,0.4,0.01,0.91,0.32
4,1981,30,1,33,0.32,0.48,0.03,0.73,0.11
2,181,8,3,50,0.32,0.52,0.03,0.04,0.1
130,2910,28,5,21,0.32,0.16,0.01,0.35,0.3
139,1053,24,4,104,0.32,0.4,0.01,0.28,0.31
149,1087,13,4,48,0.32,0.4,0.02,0.06,0.33
136,1178,30,2,136,0.32,0.4,0.02,0.6,0.72
24,181,6,4,81,0.32,0.16,0.04,0.45,0.35
16,2178,7,2,118,0.32,0.64,0.04,0.51,0.12
144,589,23,4,147,0.32,0.16,0.02,0.2,0.53
0,2909,28,3,84,0.32,0.64,0.02,0.14,0.5
1,1142,28,3,82,0.32,0.76,0.01,0.69,0.1
3,1668,30,4,28,0.32,0.48,0.02,0.98,0.1
7,2713,17,1,42,0.32,0.64,0.04,0.21,0.11
18,1478,12,2,72,0.32,0.4,0.04,0.74,0.69
149,910,17,4,137,0.32,0.4,0.03,0.59,0.33
108,706,23,2,119,0.32,0.4,-0.03,0.02,0.81
148,1271,13,4,134,0.32,0.32,0.02,0.92,0.33
132,881,17,4,95,0.64,0.48,0.01,0.25,0.3
16,568,27,6,109,0.64,0.48,0.06,0.95,0.12
30,593,8,2,32,0.64,0.48,0.08,0.81,0.9
127,333,19,6,137,0.64,0.48,0.01,0.26,0.3
139,1115,21,1,52,0.64,0.48,0.02,0.47,0.31
141,1104,26,5,19,0.64,0.48,0.03,0.88,0.77
145,2466,13,3,126,0.64,0.48,0.02,0.12,0.32
27,483,15,5,55,0.48,0.16,0.04,0.88,0.14
141,2025,11,3,104,0.48,0.4,0.02,0.69,0.54
118,615,9,6,38,0.48,0.32,0.05,0.65,0.28
6,482,28,4,107,0.48,0.32,0.06,0.4,0.11
11,99,14,4,29,0.48,0.48,0.07,0.48,0.12
126,2755,18,3,47,0.48,0.68,0.02,0.65,0.29
129,1172,25,4,35,0.48,0.32,0.04,0.75,0.3
9,236,30,1,79,0.48,0.24,0.04,0.94,0.11
133,1569,24,3,75,0.48,0.16,0.02,0.28,0.3
113,2973,6,5,102,0.48,0.4,0.04,0.9,0.27
15,1105,28,5,31,0.48,0.4,0.04,0.1,0.12
33,1228,22,2,93,0.48,0.16,0.12,0.67,0.15
129,1215,18,5,95,0.48,0.76,0.22,0.55,0.3
124,607,7,4,114,0.48,0.48,0.02,0.68,0.29
142,1108,27,4,21,0.48,0.24,0.02,0.03,0.32
9,206,21,1,46,0.48,0.16,0.04,0.69,0.11
118,1602,8,3,37,0.48,0.24,0.03,0.89,0.28
135,2357,30,1,73,0.48,0.52,0.02,0.34,0.31
21,2130,30,6,123,0.48,0.48,0.05,0.06,0.13
130,145,18,4,72,0.48,0.16,0.04,0.47,0.3
108,337,18,5,39,0.48,0.32,0.02,0.28,0.27
12,2121,26,1,33,0.48,0.48,0.05,0.11,0.02
122,2846,26,1,96,0.48,0.32,0.03,0.95,0.33
3,70,29,3,76,0.48,0.4,0.04,0.76,0.1
143,507,23,1,104,0.48,0.16,0.02,0.71,0.32
2,494,24,4,64,0.48,0.32,0.03,0.66,0.1
137,72,12,3,66,0.48,0.4,0.01,0.91,0.31
0,2668,6,3,121,0.48,0.24,0.03,0.14,0.5
145,1459,24,3,10,0.48,0.32,0.03,0.84,0.32
149,1002,8,2,148,0.48,0.24,0.03,0.41,0.33
4,165,12,3,10,0.48,0.48,0.04,0.56,0.11
10,239,10,1,132,0.48,0.24,0.05,0.14,0.12
149,1012,11,1,36,0.48,0.48,0.04,0.19,0.33
143,1924,11,6,144,0.48,0.32,0.03,0.01,0.15
4,448,17,1,24,0.48,0.16,0.03,0.98,0.11
130,484,11,2,56,0.48,0.16,0.01,0.67,0.3
124,520,19,3,89,0.48,0.24,0.05,0.86,0.29
0,2231,22,4,30,0.48,0.48,0.07,0.34,0.5
17,519,14,5,66,0.48,0.24,0.06,0.11,0.13
1,1494,7,2,120,0.48,0.24,0.04,0.4,0.1
107,435,19,4,71,0.48,0.24,0.03,0.72,0.26
119,2191,28,3,124,0.48,0.32,0.01,0.69,0.28
71,1905,21,3,150,0.48,0.24,0.13,0.24,0.21
121,230,8,4,64,0.48,0.48,0.04,0.39,0.29
143,1372,25,5,22,0.48,0.76,0.04,0.39,0.32
110,1142,25,3,46,0.48,0.88,0.02,0.31,0.27
142,2044,21,2,99,0.48,0.32,0.03,0.65,0.32
6,651,29,6,50,0.48,0.16,0.04,0.41,0.22
142,2141,13,1,62,0.48,0.32,0.03,0.88,0.32
5,2196,14,6,118,0.48,0.24,0.04,0.94,0.11
128,568,28,3,62,0.48,0.48,0.03,0.18,0.3
110,1305,17,1,75,0.48,0.24,0.03,0.29,0.2
97,803,13,4,38,0.48,0.48,0.02,0.98,0.25
2,156,11,4,83,0.48,0.4,0.06,0.86,0.1
5,1145,20,3,57,0.48,0.4,0.03,0.09,0.11
2,1809,9,3,150,0.48,0.16,0.02,0.01,0.1
149,885,22,1,31,0.48,0.24,0.02,0.41,0.33
43,2686,8,1,67,0.48,0.4,0.09,0.77,0.17
134,237,29,4,137,0.48,0.48,0.02,0.86,0.02
132,589,26,2,87,0.48,0.24,0.02,0.66,0.56
145,2459,24,1,25,0.48,0.4,0.03,0.23,0.32
14,1495,13,6,51,0.48,0.4,0.05,0.29,0.12
10,1740,12,2,52,0.48,0.24,0.06,0.44,0.12
14,2891,30,3,134,0.48,0.32,0.06,0.04,0.12
7,2735,7,1,34,0.48,0.4,0.02,0.97,0.11
17,2167,30,5,24,0.48,0.48,0.06,0.9,0.13
5,2479,23,3,129,0.48,0.24,0.06,0.7,0.11
9,682,10,4,97,0.48,0.32,0.05,0.11,0.11
18,1084,9,4,31,0.48,0.52,0.06,0.81,0.13
145,197,30,1,144,0.48,0.24,0.03,0.48,0.2
69,816,24,1,21,0.48,0.4,0.14,0.51,0.21
6,1276,5,6,131,0.48,0.32,0.06,0.37,0.77
37,106,15,6,112,0.48,0.32,0.09,0.91,0.16
138,1804,21,3,103,0.48,0.32,0.01,0.09,0.31
54,2576,12,6,138,0.48,0.4,0.1,0.75,0.18
0,1344,30,3,77,0.48,0.48,0.05,0.76,0.5
3,345,24,1,142,0.48,0.32,0.05,0.24,0.1
147,1651,20,4,131,0.48,0.4,0.03,0.24,0.51
12,1252,12,1,14,0.48,0.48,0.05,0.02,0.12
131,2779,30,2,129,0.48,0.88,0.01,0.28,0.3
22,1943,16,5,149,0.48,0.32,0.06,0.93,0.12
139,2270,8,2,76,0.48,0.32,0.02,0.29,0.31
11,2356,20,4,68,0.48,0.24,0.06,0.89,0.12
38,2210,7,5,59,0.48,0.24,0.1,0.5,0.16
145,1117,21,5,112,0.48,0.52,0.05,0.52,0.32
0,2337,18,6,14,0.48,0.32,0.04,0.97,0.5
131,1562,9,4,77,0.48,0.52,0.01,0.69,0.3
147,2748,8,4,69,0.48,0.16,0.05,0.04,0.33
5,1032,19,4,24,0.48,0.24,0.05,0.61,0.11
15,447,20,6,59,0.48,0.4,0.06,0.4,0.12
148,2210,12,2,44,0.48,0.32,0.04,0.66,0.33
129,1037,25,5,26,0.48,0.4,0.01,0.42,0.3
126,139,12,3,146,0.48,0.4,0.01,0.04,0.29
18,2810,21,1,81,0.48,0.4,0.06,0.14,0.66
135,371,7,5,17,0.48,0.52,0.01,0.82,0.31
15,2469,17,4,36,0.48,0.32,0.07,0.12,0.12
32,2801,27,2,31,0.48,0.24,0.08,0.93,0.15
1,386,9,4,120,0.48,0.48,0.02,0.03,0.87
143,1417,9,5,83,0.48,0.48,0.02,0.21,0.11
0,73,21,2,82,0.48,0.32,0.04,0.38,0.5
3,1122,13,5,48,0.48,0.32,0.05,0.71,0.1
15,2726,25,6,111,0.48,0.32,0.06,0.56,0.12
5,2724,15,6,24,0.48,0.52,0.05,0.8,0.11
145,1308,23,2,76,0.48,0.48,0.04,0.31,0.32
128,767,20,4,129,0.48,0.32,0.01,0.94,0.3
18,769,13,6,115,0.48,0.68,0.05,0.55,0.13
106,2389,12,5,125,0.48,0.16,0.02,0.31,0.26
127,1590,8,1,78,0.48,0.48,0.02,0.72,0.3
15,1864,6,6,150,0.48,0.32,0.07,0.33,0.12
12,1090,22,1,94,0.48,0.4,0.06,0.71,0.12
149,2680,25,6,28,0.48,0.16,0.05,0.14,0.33
1,1035,30,2,14,0.48,0.4,0.04,0.07,0.1
124,1717,19,3,40,0.48,0.32,0.02,0.82,0.29
4,332,15,3,71,0.48,0.52,0.03,0.07,0.11
7,2894,16,5,72,0.48,0.52,0.05,0.55,0.98
138,2693,11,5,27,0.48,0.4,0.02,0.59,0.61
18,2372,28,1,82,0.48,0.4,0.06,0.83,0.1
143,2472,25,2,102,0.48,0.4,0.05,0.12,0.32
0,717,16,1,16,0.48,0.32,0.04,0.4,0.5
149,399,5,2,76,0.48,0.4,0.02,0.53,0.33
147,682,23,1,122,0.48,0.4,0.03,0.6,0.33
141,73,14,6,133,0.48,0.24,0.04,0.41,0.32
1,2619,17,6,56,0.48,0.16,0.03,0.16,0.1
131,2633,19,6,94,0.48,0.24,0.01,0.31,0.3
16,2631,9,4,92,0.48,0.4,0.04,0.3,0.12
32,86,17,5,55,0.48,0.4,0.04,0.09,0.15
131,2389,30,3,143,0.48,0.32,0.04,0.1,0.04
2,2796,26,4,106,0.48,0.4,0.03,0.81,0.67
146,1985,26,5,124,0.48,0.32,0.05,0.27,0.8
9,2846,9,4,54,0.48,0.32,0.04,0.83,0.5
14,2963,30,1,115,0.48,0.32,0.06,0.47,0.08
140,2125,26,2,69,0.48,0.4,0.02,0.16,0.32
103,912,24,2,39,0.48,0.32,0.02,0.98,0.26
139,476,11,1,34,0.48,0.32,0.03,0.47,0.31
133,2177,17,6,28,0.48,0.64,0.02,0.5,0.89
3,597,7,2,130,0.48,0.48,0.04,0.24,0.1
133,901,25,6,126,0.48,0.32,0.02,0.7,0.3
132,827,29,3,101,0.48,0.48,0.01,0.33,0.3
143,1519,6,6,87,0.48,0.52,0.03,1.0,0.32
41,1203,9,1,99,0.48,0.64,0.08,0.54,0.16
45,1329,29,1,47,0.48,0.4,0.1,0.95,0.12
149,2071,9,6,113,0.48,0.24,0.03,0.54,0.33
13,1440,20,4,91,0.48,0.48,0.03,1.0,0.12
5,2041,21,2,34,0.48,0.32,0.04,0.85,0.11
113,825,13,5,30,0.48,0.24,0.02,0.69,0.27
110,84,29,4,49,0.48,0.24,0.04,0.94,0.27
15,1946,20,5,88,0.48,0.24,0.04,0.92,0.81
149,435,13,3,42,0.48,0.4,0.03,0.14,0.0
140,584,12,4,67,0.48,0.32,0.02,0.19,0.32
2,178,23,2,96,0.48,0.48,0.03,0.36,0.31
130,2999,21,1,103,0.48,0.24,0.04,0.88,0.3
0,1884,8,5,93,0.48,0.16,0.02,0.77,0.5
8,1348,7,5,137,0.48,0.24,0.04,0.76,0.11
149,2812,19,2,50,0.48,0.24,0.03,0.31,0.33
140,736,30,1,33,0.48,0.24,0.05,0.52,0.26
5,2970,26,5,52,0.48,0.4,0.05,0.9,0.11
146,1287,7,5,90,0.48,0.32,0.01,0.06,0.32
9,196,6,6,139,0.48,0.32,0.04,0.83,0.11
25,378,13,4,129,0.48,0.16,0.07,0.26,0.14
0,2508,6,2,74,0.48,0.16,0.05,0.23,0.5
147,1256,22,2,82,0.48,0.32,0.02,0.45,0.33
4,1918,8,2,101,0.48,0.32,0.03,0.19,0.11
13,1668,19,4,66,0.48,0.4,0.07,0.46,0.12
137,2722,26,2,108,0.48,0.76,0.05,0.25,0.31
140,2929,17,1,127,0.48,0.52,0.02,0.82,0.32
19,68,29,6,116,0.48,0.24,0.05,0.5,0.13
18,1567,15,5,106,0.48,0.48,0.05,0.53,0.95
148,2478,23,1,59,0.48,0.24,0.03,0.03,0.33
126,1973,10,4,112,0.48,0.64,0.0,0.12,0.29
144,764,17,6,36,0.48,0.4,0.02,0.21,0.32
19,2529,25,3,128,0.48,0.24,0.07,0.1,0.13
7,1076,15,3,117,0.48,0.48,0.07,0.46,0.71
129,1046,8,2,103,0.48,0.32,0.01,0.36,0.3
18,398,24,1,101,0.48,0.16,0.06,0.23,0.13
143,780,15,3,145,0.48,0.32,0.03,0.4,0.32
142,348,16,6,133,0.48,0.24,0.02,0.67,0.32
145,2824,12,5,137,0.48,0.4,0.04,0.84,0.32
58,612,24,3,49,0.48,0.4,0.11,0.74,0.91
15,345,8,6,81,0.48,0.4,0.06,0.25,0.12
17,946,18,6,101,0.48,0.4,0.06,0.37,0.13
133,1445,7,1,20,0.48,0.4,0.01,0.26,0.3
144,641,24,2,91,0.48,0.52,0.02,0.49,0.32
141,1805,27,3,87,0.48,0.32,0.02,0.88,0.32
142,2496,20,5,62,0.48,0.48,0.02,0.51,0.25
136,1709,27,5,86,0.48,0.32,0.01,0.67,0.31
23,2246,20,4,117,0.48,0.32,0.07,0.68,0.14
15,1131,18,6,93,0.48,0.32,0.06,0.75,0.5
126,175,22,4,73,0.48,0.4,0.07,0.8,0.29
6,2718,26,5,71,0.48,0.32,0.05,0.41,0.11
9,979,25,4,103,0.48,0.24,0.06,0.86,0.11
12,2597,9,1,84,0.48,0.52,0.05,0.63,0.12
2,2743,24,5,73,0.48,0.32,0.05,0.49,0.1
25,1167,10,2,137,0.48,0.48,0.05,0.58,0.86
140,744,14,3,26,0.48,1.0,0.02,0.57,0.32
12,1558,10,4,85,0.48,0.32,0.04,0.66,0.63
20,1534,5,5,16,0.48,0.24,0.06,0.59,0.13
17,2373,16,4,48,0.48,0.24,0.07,0.4,0.13
10,2601,25,2,110,0.48,0.16,0.05,0.76,0.12
137,1110,24,1,19,0.48,0.24,0.02,0.36,0.31
23,93,23,6,47,0.48,0.32,0.02,0.54,0.14
148,1207,17,1,134,0.48,0.4,0.03,0.53,0.33
97,2148,15,2,137,0.48,0.16,0.13,0.72,0.38
19,2695,17,4,68,0.48,0.24,0.06,0.66,0.13
137,1042,26,1,52,0.48,0.48,0.02,0.9,0.31
8,569,18,3,108,0.48,0.4,0.05,0.85,0.11
142,719,6,2,101,0.48,0.4,0.02,0.07,0.32
117,421,13,3,114,0.48,0.24,0.24,0.12,0.28
2,1382,17,6,119,0.48,0.16,0.04,0.51,0.1
3,1802,12,4,130,0.48,0.32,0.03,0.36,0.1
21,829,11,3,38,0.48,0.32,0.07,0.49,0.13
26,2541,10,6,82,0.48,0.32,0.08,0.4,0.14
136,1387,17,5,113,0.48,0.24,0.03,0.55,0.31
69,2481,27,4,25,0.48,0.16,0.14,0.41,0.21
137,1032,17,6,149,0.48,0.48,0.04,0.07,0.31
139,2367,25,4,148,0.48,0.48,0.04,0.02,0.31
28,515,9,5,41,0.48,0.64,0.08,0.45,0.14
39,1422,23,6,12,0.48,0.16,0.09,0.43,0.16
130,1151,25,1,122,0.48,0.52,0.01,0.06,0.77
17,834,28,3,106,0.48,0.16,0.11,0.81,0.13
135,1760,6,6,31,0.48,0.32,0.05,0.96,0.31
147,1446,25,6,141,0.48,0.16,0.03,0.72,0.33
126,1766,15,1,19,0.48,0.76,0.02,0.68,0.29
60,1078,21,3,78,0.48,0.32,0.11,0.83,0.19
149,119,8,2,36,0.48,0.24,0.04,0.53,0.33
134,1878,25,4,142,0.48,0.16,0.03,0.86,0.31
26,604,18,4,110,0.48,0.16,0.07,0.5,0.14
30,1334,20,4,123,0.48,0.48,0.08,0.13,0.15
11,2929,18,2,127,0.48,0.24,0.06,0.14,0.12
7,2717,10,2,52,0.48,0.48,-0.06,0.25,0.11
33,1594,12,6,71,0.48,0.4,0.08,0.24,0.15
23,726,25,3,142,0.48,0.4,0.08,0.18,0.28
120,2936,6,3,121,0.48,0.4,0.06,0.53,0.28
54,2326,18,1,100,0.48,0.32,0.1,0.19,0.18
20,2700,23,4,70,0.48,0.32,0.06,0.42,0.13
117,2813,17,4,117,0.48,0.4,0.0,0.76,0.28
30,744,27,3,31,0.48,0.32,0.07,0.24,0.15
0,2443,14,4,105,0.48,0.16,0.05,0.86,0.5
5,384,26,4,136,0.48,0.24,0.05,0.76,0.11
3,1571,6,5,142,0.48,0.24,0.05,0.04,0.1
147,2080,14,5,90,0.48,0.4,0.04,0.79,0.33
143,963,17,4,116,0.48,0.32,0.03,0.7,0.32
14,1298,23,1,32,0.48,0.24,0.06,0.4,0.65
10,1099,30,1,131,0.48,0.32,0.05,0.35,0.12
32,2503,11,2,46,0.48,0.32,0.1,0.62,0.15
122,2692,17,4,16,0.48,0.16,0.04,0.29,0.29
48,1937,11,6,117,0.48,0.4,0.07,0.41,0.17
38,2231,23,5,73,0.48,0.4,0.09,0.28,0.16
33,1696,17,5,143,0.48,0.24,0.08,0.98,0.15
46,1329,7,5,118,0.48,0.24,0.08,0.78,0.17
34,1878,20,2,41,0.48,0.32,0.08,0.18,0.15
41,794,16,4,70,0.48,0.4,0.08,0.42,0.67
54,2055,20,4,31,0.48,0.32,0.1,0.74,0.18
43,2100,8,3,21,0.48,0.24,0.11,0.45,0.17
10,2677,6,3,23,0.48,0.32,0.06,0.1,0.55
114,939,18,5,84,0.48,0.32,0.02,0.85,0.28
38,1233,27,6,107,0.48,0.32,0.09,0.01,0.16
11,1681,16,2,65,0.48,0.48,0.05,0.99,0.12
9,2995,18,1,69,0.48,0.52,0.05,0.16,0.82
259,184,30,2,56,0.48,0.4,0.39,0.87,0.5
82,296,15,4,66,0.48,0.4,0.01,0.03,0.23
131,2751,14,6,41,0.48,0.16,0.02,0.63,0.3
115,361,19,3,40,0.48,0.24,0.02,0.84,0.61
138,57,13,1,45,0.48,0.64,0.03,0.58,0.31
9,1924,13,6,62,0.48,0.32,0.06,0.51,0.19
24,1705,19,2,124,0.48,0.4,0.06,0.45,0.14
31,1816,25,5,106,0.48,0.32,0.07,0.08,0.15
